text_length,text_quality,metadata_score,structure_score,field_score,suspicious_keywords,repeated_lines,abnormal_symbols,missing_fields,metadata_anomaly,tampering_indicators,risk_score,label
897,42,15,34,32,7,3,5,5,2,5,81.23,Fake
2712,33,52,17,39,3,3,5,6,3,3,70.02,Fake
1061,38,53,16,47,7,7,5,3,2,9,78.84,Fake
1746,97,97,92,85,0,1,0,1,1,1,9.56,Genuine
3666,67,63,57,66,3,0,0,1,3,3,35.29,Suspicious
2051,26,53,14,11,3,3,7,6,7,8,77.39,Fake
3406,54,10,20,59,3,7,6,7,2,8,74.76,Fake
2256,96,92,95,92,0,1,0,1,0,0,13.17,Genuine
357,70,77,71,75,3,3,2,2,2,3,41.88,Suspicious
3128,30,24,15,14,8,7,4,5,4,5,83.48,Fake
353,73,45,45,68,2,1,2,4,3,3,42.45,Suspicious
2646,96,96,95,88,0,1,0,0,0,0,9.59,Genuine
1069,40,26,30,25,3,2,7,3,3,9,70.79,Fake
4754,80,54,77,49,1,0,0,3,1,3,33.42,Suspicious
1735,60,24,50,48,4,6,2,4,3,5,68.13,Fake
1458,84,91,91,87,1,1,1,1,0,0,11.76,Genuine
1076,58,62,45,76,1,1,3,1,3,2,42.59,Suspicious
2204,35,44,50,52,9,4,4,5,6,6,74.44,Fake
3637,60,73,62,54,3,1,3,3,3,3,43.39,Suspicious
4087,49,22,48,53,6,3,4,6,5,6,76.58,Fake
3457,90,98,96,93,0,0,1,1,0,1,12.74,Genuine
1865,40,15,58,14,9,6,5,5,6,6,89.45,Fake
1192,52,73,50,74,4,1,0,4,1,1,38.66,Suspicious
2147,97,99,81,93,1,0,1,1,0,0,8.61,Genuine
3498,40,37,19,15,9,4,3,7,4,6,87.89,Fake
3925,20,46,10,18,3,7,2,5,3,7,72.05,Fake
377,95,88,89,90,0,1,0,0,1,1,16.39,Genuine
137,96,100,83,89,0,1,1,0,1,0,4.44,Genuine
4322,79,57,74,59,1,2,3,1,1,2,35.85,Suspicious
918,59,43,63,65,2,3,0,1,2,2,35.38,Suspicious
183,95,91,85,97,0,1,1,0,1,0,9.7,Genuine
3602,68,77,46,60,1,0,3,4,2,1,35.2,Suspicious
1043,93,95,81,92,0,1,0,1,0,0,10.0,Genuine
169,92,96,93,89,1,1,1,1,1,1,17.83,Genuine
4539,72,70,80,57,2,0,1,2,1,1,25.5,Suspicious
1371,28,29,13,47,4,5,5,4,3,3,66.71,Fake
466,96,94,100,90,1,0,1,0,1,1,13.81,Genuine
2333,85,97,100,90,0,1,0,0,0,0,6.6,Genuine
1754,23,34,57,10,7,4,7,4,3,3,75.83,Fake
4889,90,93,85,95,1,0,1,1,1,0,4.68,Genuine
3921,29,56,39,51,4,5,2,3,2,3,58.88,Fake
2581,67,49,45,46,3,1,1,1,3,2,42.01,Suspicious
1235,66,40,59,69,4,2,3,4,3,1,45.91,Suspicious
3643,100,100,95,88,0,0,1,1,1,1,12.82,Genuine
2509,16,32,33,14,7,2,7,3,7,3,81.25,Fake
2304,95,80,92,94,0,1,1,0,1,0,12.38,Genuine
234,80,66,58,67,4,0,1,4,3,2,42.6,Suspicious
1755,71,58,48,63,2,0,2,2,2,2,36.14,Suspicious
4644,50,68,56,53,1,0,2,1,2,3,37.53,Suspicious
546,71,61,78,61,3,2,0,2,3,1,35.41,Suspicious
2154,75,80,67,77,4,1,3,1,3,1,31.78,Suspicious
4055,58,48,80,50,4,1,1,1,3,1,35.86,Suspicious
2568,37,29,37,17,7,2,2,5,6,6,77.57,Fake
4890,51,70,79,64,4,1,3,3,2,2,38.72,Suspicious
2212,23,20,44,50,5,7,7,3,5,5,83.75,Fake
4983,83,89,96,88,1,0,0,0,0,1,19.28,Genuine
2033,12,30,34,29,3,5,7,7,7,7,83.02,Fake
3051,98,86,91,94,0,0,1,1,0,0,9.41,Genuine
4812,52,77,61,45,3,1,1,3,3,3,37.99,Suspicious
1251,79,59,58,74,4,3,0,2,1,1,35.16,Suspicious
4176,88,82,87,88,1,1,1,0,1,0,14.71,Genuine
3653,96,82,92,100,0,0,1,0,0,1,10.15,Genuine
4785,97,93,94,90,1,1,0,0,0,1,14.92,Genuine
3693,49,68,78,67,1,1,1,4,2,1,34.62,Suspicious
116,91,90,93,90,1,0,1,0,1,0,9.31,Genuine
4512,65,40,46,70,3,3,1,4,3,1,41.92,Suspicious
890,93,92,95,97,0,0,0,1,0,1,16.29,Genuine
4351,66,58,73,47,3,3,0,3,2,2,33.29,Suspicious
4284,94,90,97,91,1,1,1,0,1,1,14.81,Genuine
4774,56,48,23,16,8,5,3,7,2,4,83.27,Fake
1734,64,53,66,60,1,3,2,3,3,3,42.91,Suspicious
1217,50,45,36,26,3,2,6,6,6,6,70.79,Fake
3041,98,85,91,92,0,1,1,1,1,0,14.91,Genuine
3517,57,62,73,66,1,0,3,1,2,3,34.56,Suspicious
1270,59,56,72,66,1,1,0,1,2,1,29.53,Suspicious
4360,87,88,95,94,0,0,0,0,1,0,9.45,Genuine
2255,45,61,48,52,3,0,1,3,1,3,50.87,Suspicious
3497,89,100,96,93,0,1,0,0,1,0,13.87,Genuine
994,89,86,96,100,1,1,0,0,1,0,16.8,Genuine
2233,55,28,32,36,5,5,5,5,7,4,71.38,Fake
4602,17,49,58,53,5,3,2,7,7,6,72.52,Fake
3006,43,48,29,30,7,3,6,5,5,7,80.26,Fake
2677,86,98,83,93,0,1,1,0,0,0,6.48,Genuine
4739,69,51,59,70,1,0,1,3,2,3,38.92,Suspicious
1309,91,91,89,91,1,1,1,0,0,1,11.32,Genuine
331,15,46,31,20,4,2,6,5,4,9,81.12,Fake
2155,73,80,56,48,2,3,2,2,3,2,42.2,Suspicious
4786,79,64,67,69,2,1,2,2,3,2,34.15,Suspicious
214,40,26,19,36,7,2,5,6,6,6,86.71,Fake
363,62,49,74,45,3,1,3,3,3,2,41.89,Suspicious
4057,100,83,100,91,0,0,0,1,0,0,0.73,Genuine
2062,75,53,68,76,4,3,2,3,3,2,47.71,Suspicious
295,56,42,57,37,8,4,3,6,4,8,79.47,Fake
992,19,49,25,33,8,7,3,4,5,3,77.88,Fake
3435,67,54,51,69,1,2,2,4,2,2,38.18,Suspicious
618,95,81,80,94,1,1,0,0,0,0,9.16,Genuine
3631,17,46,39,12,8,6,2,4,3,4,78.25,Fake
4528,23,53,55,45,7,7,6,6,2,8,82.1,Fake
3796,15,14,51,27,5,6,5,7,5,7,82.45,Fake
3352,28,10,19,45,3,6,7,4,7,8,78.89,Fake
2970,30,27,15,44,8,2,4,4,4,8,84.38,Fake
3126,47,52,11,49,8,4,4,6,4,6,82.86,Fake
3274,51,16,51,45,3,4,3,4,2,3,64.18,Fake
3681,78,52,69,46,2,0,0,4,3,1,22.8,Suspicious
4151,70,50,78,46,1,2,1,4,1,1,36.03,Suspicious
3943,64,41,79,48,3,0,3,4,2,2,34.65,Suspicious
3976,48,44,51,79,4,0,2,4,2,1,36.87,Suspicious
3279,63,67,50,63,3,3,3,2,1,2,43.83,Suspicious
2599,87,84,85,86,1,1,0,0,0,0,9.23,Genuine
647,50,34,58,11,3,3,4,7,7,7,69.78,Fake
766,100,91,84,98,1,1,1,1,0,0,15.47,Genuine
3107,87,89,90,87,0,1,0,0,0,1,15.18,Genuine
3948,100,84,85,93,0,1,0,0,1,0,11.61,Genuine
1124,23,10,20,39,4,2,5,3,2,4,73.61,Fake
1925,40,13,13,21,3,6,6,6,7,8,79.82,Fake
2959,49,72,78,74,4,2,2,3,2,1,35.89,Suspicious
4942,44,57,30,52,3,2,3,6,7,4,57.75,Fake
1555,88,88,83,86,0,0,1,0,1,0,18.94,Genuine
3274,87,94,93,89,0,1,0,1,0,0,1.58,Genuine
4667,36,27,33,46,8,3,4,3,3,6,74.79,Fake
3275,65,60,47,72,1,3,1,2,2,2,42.11,Suspicious
740,53,24,13,15,8,6,3,3,6,9,81.46,Fake
397,72,71,69,51,4,1,3,1,3,1,33.49,Suspicious
2516,47,72,80,61,1,3,3,4,1,2,42.73,Suspicious
4607,63,42,61,74,4,0,1,1,2,1,38.88,Suspicious
236,88,92,99,92,0,0,0,1,0,1,11.64,Genuine
3356,83,87,82,99,1,1,0,0,1,0,8.96,Genuine
3554,29,27,28,12,9,7,7,4,4,9,88.24,Fake
187,54,52,56,55,4,0,2,1,1,3,45.08,Suspicious
782,45,28,22,42,7,4,5,3,4,8,83.42,Fake
2656,33,33,16,59,7,5,6,4,2,9,79.3,Fake
1906,91,98,80,96,1,0,1,1,0,0,7.36,Genuine
4691,77,42,64,79,3,2,0,3,3,3,38.25,Suspicious
2779,26,25,17,48,9,5,2,4,5,3,80.4,Fake
3882,57,23,39,32,9,5,4,3,5,8,83.82,Fake
1569,89,91,91,95,0,0,1,1,0,0,8.34,Genuine
1707,96,82,82,92,1,1,0,1,0,0,10.22,Genuine
4733,59,80,69,61,4,0,1,3,3,1,34.45,Suspicious
535,94,90,98,97,0,1,0,1,1,1,11.53,Genuine
864,90,84,97,91,0,1,1,0,1,1,11.86,Genuine
2691,50,45,47,51,3,3,1,4,3,3,50.56,Suspicious
2609,70,40,61,61,3,2,3,1,3,1,31.51,Suspicious
3334,56,62,78,67,1,0,1,4,2,2,32.11,Suspicious
4748,54,54,54,70,4,3,0,1,2,2,40.71,Suspicious
2342,81,99,81,95,1,1,0,0,1,0,12.94,Genuine
3769,92,81,91,95,1,1,0,0,0,0,15.03,Genuine
2979,36,33,49,38,7,6,7,3,6,6,79.85,Fake
4471,84,89,97,86,0,0,1,0,1,1,10.27,Genuine
2559,19,58,24,28,3,5,4,3,6,3,67.93,Fake
441,33,40,10,37,3,2,3,7,5,3,63.17,Fake
2940,94,86,92,93,0,1,0,0,1,0,9.97,Genuine
1903,15,14,11,11,7,4,7,5,6,4,83.53,Fake
3682,91,80,85,95,0,0,0,1,0,1,15.47,Genuine
1245,78,62,60,49,3,3,2,4,2,1,42.54,Suspicious
1876,24,55,32,21,7,5,6,7,4,8,84.84,Fake
1442,65,65,62,45,1,1,1,2,3,1,32.83,Suspicious
2362,86,81,80,89,0,0,1,1,0,0,14.04,Genuine
4110,48,28,55,24,3,6,2,5,5,7,71.74,Fake
273,56,40,50,57,7,4,6,3,6,7,74.43,Fake
3506,74,43,80,47,2,1,2,2,1,3,44.14,Suspicious
2494,62,75,64,77,4,2,2,3,2,2,39.85,Suspicious
3750,97,95,96,91,1,1,1,0,0,0,13.67,Genuine
1386,81,97,88,95,0,1,1,1,0,1,12.34,Genuine
1437,34,25,33,40,5,2,6,3,2,4,73.54,Fake
4147,91,85,89,88,1,0,0,1,0,1,20.5,Genuine
3122,82,81,97,99,0,1,1,0,0,1,15.26,Genuine
4963,26,17,54,36,6,3,4,4,6,4,70.85,Fake
2940,58,41,71,53,4,0,0,3,2,3,42.7,Suspicious
1950,70,48,64,79,4,1,3,2,3,1,34.6,Suspicious
4298,13,32,27,43,7,5,5,7,4,9,91.93,Fake
2345,47,66,62,61,2,0,0,4,1,3,35.5,Suspicious
1340,65,48,55,52,4,1,3,3,2,1,39.05,Suspicious
1538,85,80,85,86,1,0,1,0,0,0,12.78,Genuine
277,55,77,69,74,2,0,3,2,2,2,33.07,Suspicious
3666,42,31,59,56,8,4,3,7,3,8,79.61,Fake
1451,50,43,45,50,4,1,0,4,3,1,46.53,Suspicious
4824,100,87,84,85,0,1,1,0,0,1,16.35,Genuine
4193,40,44,23,59,5,4,7,4,2,3,68.31,Fake
3692,92,82,87,87,0,0,0,1,0,0,9.72,Genuine
3729,32,52,15,56,7,4,2,4,7,7,78.69,Fake
1614,28,47,55,33,6,6,6,3,2,7,79.59,Fake
2597,68,48,71,51,2,1,0,1,2,2,33.41,Suspicious
1067,89,97,95,86,1,0,0,1,1,0,8.79,Genuine
2039,88,82,99,97,1,0,1,0,0,1,9.19,Genuine
2097,69,62,75,74,2,2,2,4,2,1,30.62,Suspicious
4523,27,44,52,59,5,4,4,6,7,8,72.66,Fake
2812,54,53,68,55,2,1,2,1,1,2,35.61,Suspicious
3892,67,68,74,66,1,2,1,3,3,2,28.57,Suspicious
3119,60,68,53,77,4,0,0,1,1,2,43.47,Suspicious
2352,60,55,34,36,8,7,4,4,2,4,75.15,Fake
3989,80,86,90,93,0,1,1,1,1,1,17.84,Genuine
4784,86,83,80,93,0,1,0,0,1,0,8.15,Genuine
2969,43,60,37,57,5,6,6,5,3,8,68.5,Fake
4764,29,10,48,56,3,6,7,4,5,4,73.1,Fake
1200,53,73,56,65,1,3,1,2,2,1,32.98,Suspicious
2514,67,69,69,72,2,0,3,4,3,1,25.73,Suspicious
2792,97,90,85,93,1,0,1,0,0,1,17.55,Genuine
4609,70,53,45,48,1,1,3,4,3,1,40.84,Suspicious
4345,95,97,90,87,1,1,1,1,1,0,15.49,Genuine
2457,96,95,92,90,0,1,1,1,1,0,2.82,Genuine
378,61,58,78,58,3,2,2,1,3,1,35.31,Suspicious
4737,100,85,90,89,1,1,0,0,1,1,13.68,Genuine
4913,99,93,82,96,1,1,1,0,0,0,15.26,Genuine
3816,32,16,20,17,5,7,7,6,5,3,78.83,Fake
2886,80,94,95,100,1,1,1,1,0,1,21.59,Genuine
333,53,68,67,68,2,2,2,2,3,2,35.9,Suspicious
3516,94,88,99,94,0,0,1,1,1,0,9.22,Genuine
4521,80,84,97,85,1,1,0,0,1,1,19.14,Genuine
2574,22,25,24,20,6,7,2,5,2,3,73.25,Fake
4766,14,57,34,12,4,3,7,7,6,9,80.05,Fake
3552,97,97,91,92,0,1,1,1,0,1,6.96,Genuine
2917,22,29,30,31,3,5,6,3,2,7,80.41,Fake
982,88,88,97,98,1,0,1,0,1,1,6.91,Genuine
545,45,53,63,75,3,0,2,3,2,1,37.13,Suspicious
3753,59,70,60,54,2,0,2,3,2,1,30.2,Suspicious
1773,39,49,15,29,6,4,4,6,3,3,68.28,Fake
379,95,85,83,98,1,0,0,0,1,1,12.35,Genuine
4044,58,26,58,53,7,7,5,4,4,7,77.52,Fake
4129,15,44,37,29,6,2,5,6,6,8,77.83,Fake
1134,91,84,84,88,0,0,0,0,0,1,16.45,Genuine
150,93,96,92,85,0,1,0,0,0,1,9.32,Genuine
2640,33,19,29,26,7,6,5,5,3,4,82.76,Fake
2531,87,88,81,96,0,1,1,0,1,1,15.82,Genuine
3246,91,95,98,87,1,1,0,1,1,0,10.89,Genuine
3413,52,54,11,23,8,3,6,7,5,5,81.97,Fake
252,84,84,83,85,0,1,1,1,0,1,18.77,Genuine
1077,55,17,14,60,9,5,7,6,7,9,86.29,Fake
4647,13,10,58,49,4,5,3,4,3,8,74.39,Fake
1664,24,26,15,14,3,7,7,7,6,5,80.06,Fake
2558,100,85,81,95,0,1,0,1,1,0,12.16,Genuine
4130,60,68,64,72,3,3,0,1,1,2,36.98,Suspicious
2459,41,16,31,53,4,7,5,6,5,7,78.32,Fake
1226,99,82,85,97,1,1,0,1,1,1,18.25,Genuine
646,88,90,81,95,1,1,1,0,1,1,17.94,Genuine
4510,54,15,46,54,8,7,2,4,2,5,76.06,Fake
3657,39,38,29,30,7,6,7,5,6,4,81.2,Fake
4084,99,90,90,99,1,1,1,0,0,0,8.68,Genuine
2430,29,35,13,55,6,7,6,6,5,8,79.94,Fake
432,55,33,38,13,8,6,4,5,6,6,84.07,Fake
1485,73,45,70,55,4,0,2,4,2,1,40.77,Suspicious
331,44,59,36,22,3,5,5,3,3,6,72.97,Fake
3732,25,49,32,41,8,6,3,3,3,9,78.44,Fake
2232,76,56,58,61,4,3,3,4,1,2,44.4,Suspicious
2503,83,83,86,99,1,0,1,0,1,1,11.85,Genuine
238,41,15,52,26,5,4,2,6,4,3,62.37,Fake
3720,50,74,76,67,2,0,1,2,2,2,26.44,Suspicious
463,27,38,20,52,5,3,6,4,7,5,75.73,Fake
3165,34,12,18,31,9,5,3,4,4,4,81.52,Fake
3063,46,45,30,56,6,4,6,6,4,7,79.87,Fake
4039,95,89,89,98,0,1,0,0,1,0,6.22,Genuine
560,56,66,70,73,3,0,1,4,2,2,26.92,Suspicious
1222,53,58,67,72,2,0,2,2,2,3,36.19,Suspicious
4022,37,29,42,19,4,5,2,4,2,3,61.21,Fake
1698,53,40,13,35,6,7,2,3,4,7,77.54,Fake
3301,86,86,93,88,1,1,0,0,1,1,13.99,Genuine
2831,95,81,91,97,0,0,0,1,0,0,12.69,Genuine
684,20,50,24,31,5,5,3,6,2,3,64.63,Fake
641,95,90,96,86,0,1,1,1,0,1,13.18,Genuine
4873,85,84,100,95,0,0,0,0,1,1,13.29,Genuine
1292,59,59,63,45,4,2,3,1,1,1,35.78,Suspicious
3235,92,83,98,94,0,0,0,1,1,1,13.31,Genuine
3061,72,54,57,63,4,1,2,1,1,3,47.76,Suspicious
187,21,39,47,40,6,4,6,6,7,9,83.29,Fake
971,71,61,63,79,1,1,3,3,1,2,39.04,Suspicious
1820,84,84,88,98,0,0,0,0,1,1,15.48,Genuine
4793,89,85,91,91,1,1,1,0,1,1,18.01,Genuine
4577,85,98,88,87,0,0,0,1,0,0,7.99,Genuine
4743,76,80,76,46,1,0,1,1,1,1,29.8,Suspicious
3324,49,13,57,15,8,4,3,5,2,4,75.63,Fake
1837,50,22,51,55,3,4,4,6,2,8,75.3,Fake
160,90,80,98,94,1,1,0,0,0,1,15.55,Genuine
2308,33,28,10,14,9,6,4,4,5,4,85.09,Fake
3538,85,89,80,96,0,0,0,0,0,1,12.29,Genuine
918,42,45,54,32,7,6,3,3,5,4,71.5,Fake
905,91,83,80,89,1,0,1,0,0,0,11.49,Genuine
1387,55,56,71,52,1,0,2,2,3,1,31.44,Suspicious
4441,50,12,40,40,6,2,6,7,3,9,79.12,Fake
3193,92,94,81,94,1,1,0,0,1,0,8.07,Genuine
3466,88,85,88,91,0,1,0,1,1,1,14.97,Genuine
1453,33,35,25,34,8,7,5,7,5,3,82.0,Fake
2573,52,19,50,13,8,5,6,4,7,3,75.29,Fake
967,83,92,86,90,0,0,1,1,0,1,15.01,Genuine
773,89,89,96,89,1,0,0,0,0,1,5.98,Genuine
1409,87,80,87,92,1,1,1,1,1,1,20.5,Genuine
4398,80,45,52,68,3,3,3,1,2,1,38.89,Suspicious
4680,88,98,100,99,1,1,0,1,0,1,16.49,Genuine
4770,98,92,94,92,1,1,0,0,1,1,7.96,Genuine
3876,95,83,84,92,0,1,1,0,1,0,10.31,Genuine
4495,97,85,93,91,0,0,0,0,1,1,9.07,Genuine
1201,56,27,20,14,7,2,7,3,7,3,80.65,Fake
1393,84,100,97,95,0,1,1,0,0,0,7.67,Genuine
398,86,84,91,99,1,0,1,1,0,0,10.42,Genuine
2034,46,22,19,46,4,7,2,3,2,4,68.17,Fake
4771,84,91,88,87,0,0,0,1,1,1,14.11,Genuine
2988,72,56,62,55,2,3,0,2,1,3,36.45,Suspicious
3819,92,97,91,92,0,1,0,0,0,0,12.2,Genuine
4637,51,80,75,76,3,3,2,3,1,1,34.2,Suspicious
1812,49,52,72,69,3,2,2,3,3,2,41.12,Suspicious
434,47,51,47,50,7,7,4,7,4,7,78.64,Fake
3571,10,34,25,24,4,2,4,5,6,3,67.17,Fake
4350,71,58,70,59,3,1,0,1,2,1,34.6,Suspicious
976,54,54,60,51,9,5,6,4,5,9,76.39,Fake
4692,50,63,64,64,4,0,3,4,1,1,40.12,Suspicious
107,56,39,30,39,6,2,5,4,4,8,78.89,Fake
1250,59,67,65,60,3,3,1,3,1,3,43.98,Suspicious
1286,66,43,72,56,2,2,2,4,3,1,41.6,Suspicious
3875,59,34,16,11,4,3,5,4,2,8,77.26,Fake
421,82,92,82,94,0,1,1,0,1,0,10.26,Genuine
3172,97,85,98,97,0,1,0,1,1,0,8.89,Genuine
262,65,40,60,77,1,2,2,3,1,3,37.57,Suspicious
459,45,68,45,45,1,0,1,4,2,3,45.07,Suspicious
4790,90,83,88,94,0,1,1,1,1,0,13.71,Genuine
2452,56,71,69,62,3,3,1,2,3,3,40.32,Suspicious
1544,56,12,33,37,4,2,6,5,7,9,82.89,Fake
2286,89,97,91,88,1,0,0,0,1,1,4.08,Genuine
3244,79,59,61,57,4,1,1,2,2,2,34.62,Suspicious
2831,48,13,57,51,4,6,7,5,6,9,72.51,Fake
4852,84,92,86,85,1,0,0,0,1,1,6.78,Genuine
422,81,96,80,85,1,1,0,0,0,0,8.67,Genuine
1215,50,21,48,42,7,6,7,4,2,9,84.5,Fake
2615,65,48,68,52,4,3,0,2,3,1,31.35,Suspicious
3023,68,43,72,59,1,2,2,2,2,2,40.87,Suspicious
2127,26,41,32,24,5,5,5,7,3,7,78.94,Fake
194,48,43,38,58,8,4,3,5,5,5,75.16,Fake
3172,78,52,45,45,1,2,3,1,3,3,41.59,Suspicious
841,95,97,89,97,0,1,0,1,1,1,9.77,Genuine
4234,62,48,61,77,4,2,1,4,1,2,46.15,Suspicious
3482,64,44,51,62,4,2,3,2,3,2,49.42,Suspicious
1085,64,43,64,75,4,2,1,1,2,3,35.5,Suspicious
4840,98,84,82,92,0,1,0,1,0,1,10.36,Genuine
1301,70,80,46,74,1,0,3,2,1,2,32.46,Suspicious
4848,20,11,59,50,4,3,4,5,5,9,73.24,Fake
1242,58,25,49,59,9,4,2,4,3,3,68.72,Fake
3697,98,90,84,98,0,0,1,1,0,0,14.41,Genuine
4617,80,94,94,96,0,1,0,1,1,0,16.23,Genuine
1089,97,85,85,92,0,1,0,0,1,1,15.5,Genuine
2720,57,68,60,71,2,2,2,1,3,2,37.57,Suspicious
2100,49,64,68,73,4,2,1,1,2,1,38.12,Suspicious
3469,100,96,91,96,1,0,0,1,0,1,4.14,Genuine
4451,60,75,72,73,3,3,0,2,3,2,28.9,Suspicious
2361,49,45,51,76,3,2,0,2,2,1,39.34,Suspicious
3630,41,52,42,33,4,7,4,3,6,7,74.15,Fake
1696,55,23,17,57,8,2,3,3,4,9,84.25,Fake
3107,15,45,11,31,4,6,7,6,7,7,77.01,Fake
996,13,32,53,34,6,2,6,4,4,9,80.88,Fake
948,47,35,39,21,5,7,2,4,3,9,77.96,Fake
3414,16,55,39,45,9,2,3,5,4,8,80.12,Fake
3144,60,60,22,54,8,6,4,6,4,9,78.43,Fake
1763,63,76,50,80,4,0,2,2,1,1,36.94,Suspicious
3876,65,76,72,75,2,0,3,2,3,1,33.34,Suspicious
1877,46,69,58,49,3,3,3,1,3,2,47.59,Suspicious
506,84,93,94,96,0,0,0,0,0,0,0.8,Genuine
4505,98,84,89,91,0,0,1,0,0,0,11.96,Genuine
1623,12,27,34,52,6,3,6,4,2,9,83.57,Fake
2121,52,22,59,51,7,2,5,7,3,5,64.96,Fake
764,82,91,98,99,1,1,1,1,1,1,13.04,Genuine
950,60,55,47,72,1,1,3,4,1,2,38.24,Suspicious
1009,18,37,13,48,3,4,4,4,3,8,74.84,Fake
4117,53,61,56,50,2,2,3,2,2,3,45.09,Suspicious
143,91,88,94,86,0,0,1,0,1,1,11.64,Genuine
3478,50,54,55,60,4,0,1,3,2,3,42.12,Suspicious
4954,76,70,61,67,2,2,1,3,2,2,36.64,Suspicious
3336,98,99,97,99,0,0,1,0,0,0,7.77,Genuine
3400,68,66,57,49,4,3,1,4,1,2,46.69,Suspicious
2610,39,18,14,16,6,2,4,6,2,7,83.75,Fake
3872,45,34,45,40,9,3,4,7,5,4,71.9,Fake
3541,83,82,89,92,0,0,1,0,0,1,14.28,Genuine
4468,54,41,34,19,5,2,4,7,4,6,76.84,Fake
971,91,98,91,90,1,1,1,1,1,0,11.43,Genuine
4055,58,35,23,25,4,5,3,4,5,7,78.14,Fake
1419,44,56,32,15,5,5,4,5,4,9,81.94,Fake
2014,94,86,96,89,0,1,0,0,0,1,7.38,Genuine
473,72,45,52,57,2,1,3,2,1,1,43.6,Suspicious
431,73,45,63,70,1,0,3,4,1,1,37.13,Suspicious
4908,25,17,42,58,6,7,6,5,6,5,83.68,Fake
470,83,93,96,85,0,0,1,1,1,1,16.78,Genuine
422,58,45,75,61,1,0,3,4,1,1,36.75,Suspicious
609,22,47,48,11,4,7,2,5,3,4,75.03,Fake
3101,33,42,50,50,7,4,6,7,6,5,79.22,Fake
1477,81,93,86,93,0,0,0,0,0,1,10.73,Genuine
3886,99,88,81,86,0,0,0,1,0,0,6.56,Genuine
4397,54,64,63,48,3,2,0,2,2,2,41.29,Suspicious
228,98,99,95,91,1,0,1,1,1,1,14.95,Genuine
4671,85,96,91,92,1,0,1,1,1,1,14.72,Genuine
3407,84,83,93,87,1,1,1,1,0,1,19.01,Genuine
1001,99,94,100,89,1,0,0,1,1,0,10.82,Genuine
3081,63,76,50,58,4,1,2,3,3,2,46.0,Suspicious
2521,59,46,61,63,3,3,0,4,3,2,43.99,Suspicious
3641,99,93,99,90,1,0,0,0,1,1,7.28,Genuine
4113,76,73,56,46,3,3,2,4,3,1,40.41,Suspicious
929,93,94,95,85,0,1,0,1,0,1,6.92,Genuine
4502,61,63,61,64,2,1,2,2,3,2,36.46,Suspicious
3607,80,84,82,88,0,1,0,1,1,1,17.06,Genuine
590,68,68,71,67,3,3,0,1,1,3,39.09,Suspicious
1354,54,20,12,39,8,7,7,7,7,8,91.83,Fake
2714,16,14,40,28,6,3,7,5,5,8,82.41,Fake
3894,60,23,37,44,8,5,5,4,3,3,77.06,Fake
3650,23,35,47,39,6,7,4,5,2,6,80.31,Fake
1100,60,51,75,68,3,1,0,1,3,2,29.68,Suspicious
893,76,71,49,63,4,2,0,2,3,2,37.08,Suspicious
141,91,91,81,94,1,0,0,0,0,1,10.24,Genuine
4416,97,86,99,100,0,1,0,0,1,0,3.45,Genuine
2467,91,100,89,95,0,1,1,1,1,0,8.8,Genuine
4834,49,28,27,59,7,2,3,7,2,9,79.17,Fake
242,99,99,81,99,0,1,1,0,0,0,9.72,Genuine
2957,54,58,58,56,4,4,2,5,4,6,63.68,Fake
4401,87,88,100,87,0,0,1,1,1,1,16.35,Genuine
3096,82,94,100,95,1,1,1,1,0,1,17.47,Genuine
929,57,53,53,14,7,7,7,7,2,5,81.74,Fake
3408,42,42,53,29,7,5,4,7,7,8,84.45,Fake
4674,59,70,53,46,4,2,3,4,3,3,52.08,Suspicious
733,97,82,92,94,0,0,0,0,0,1,9.05,Genuine
874,94,80,92,100,1,1,0,1,0,0,10.87,Genuine
3758,95,98,95,93,1,1,0,0,1,1,5.56,Genuine
1751,73,54,66,67,4,2,3,4,2,1,42.99,Suspicious
2071,36,22,49,36,8,3,5,5,5,7,85.51,Fake
2020,31,54,17,37,7,2,7,3,2,9,83.46,Fake
1028,38,27,55,27,4,7,4,7,2,6,75.93,Fake
3704,20,16,40,33,4,7,3,7,6,7,79.35,Fake
3323,82,89,83,98,0,0,0,0,0,0,8.61,Genuine
315,27,16,20,51,5,2,4,7,2,3,73.85,Fake
2996,92,90,93,87,0,0,0,1,0,0,5.35,Genuine
3413,66,70,46,75,2,1,1,2,3,3,39.07,Suspicious
4099,80,95,85,91,1,0,0,0,0,1,21.31,Genuine
2279,67,44,73,49,3,2,2,1,2,2,41.95,Suspicious
1519,19,12,28,11,3,6,3,7,2,4,74.18,Fake
920,97,94,95,85,1,0,1,1,0,0,9.02,Genuine
3900,45,37,24,52,3,3,4,3,4,4,62.65,Fake
4652,49,45,54,46,3,1,3,1,3,1,38.62,Suspicious
772,55,69,64,59,1,3,2,1,1,3,41.88,Suspicious
889,86,90,88,100,1,1,1,0,1,1,15.42,Genuine
4678,100,83,91,88,1,1,0,1,0,1,8.76,Genuine
900,58,51,80,61,4,0,0,2,3,1,32.92,Suspicious
4066,91,84,80,86,1,1,0,0,1,1,15.31,Genuine
2975,28,41,12,60,3,2,6,3,6,9,72.61,Fake
3209,45,45,59,50,4,6,7,5,4,8,74.91,Fake
4028,99,88,80,93,1,1,1,1,1,0,9.69,Genuine
153,97,80,87,87,0,1,0,0,0,1,8.53,Genuine
